URL,Local Title,Local Title Length,Live Title,Live Title Length,Title Match,Local Description,Local Desc Length,Live Description,Live Desc Length,Desc Match,Local Canonical,Live Canonical,Local og:title,Live og:title,Local og:description,Live og:description,Local og:image,Live og:image,Local og:type,Live og:type,Local og:url,Live og:url,Local twitter:card,Live twitter:card,Local twitter:image,Live twitter:image,Local H1 Count,Live H1 Count,Local H1s,Live H1s,Local robots,Live robots,Issues
/components/output/gpio/,GPIO Output - ESPHome - Smart Home Made Simple,46,GPIO Output - ESPHome - Smart Home Made Simple,46,Yes,Instructions for setting up binary outputs for GPIO pins.,57,Instructions for setting up binary outputs for GPIO pins.,57,Yes,https://esphome.io/components/output/gpio/,,GPIO Output,GPIO Output,Instructions for setting up binary outputs for GPIO pins.,Instructions for setting up binary outputs for GPIO pins.,https://esphome.io/images/logo.svg,https://esphome.io/images/gpio.svg,article,website,https://esphome.io/components/output/gpio/,https://esphome.io/components/output/gpio/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/gpio.svg,1,1,GPIO Output,GPIO Output,,,
/components/output/gp8403/,GP8403 Component - ESPHome - Smart Home Made Simple,51,GP8403 Component - ESPHome - Smart Home Made Simple,51,Yes,Instructions for setting up GP8403 outputs in ESPHome.,54,Instructions for setting up GP8403 outputs in ESPHome.,54,Yes,https://esphome.io/components/output/gp8403/,,GP8403 Component,GP8403 Component,Instructions for setting up GP8403 outputs in ESPHome.,Instructions for setting up GP8403 outputs in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/gp8403.svg,article,website,https://esphome.io/components/output/gp8403/,https://esphome.io/components/output/gp8403/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/gp8403.svg,1,1,GP8403 Component,GP8403 Component,,,
/components/output/esp8266_pwm/,ESP8266 Software PWM Output - ESPHome - Smart Home Made Simple,62,ESP8266 Software PWM Output - ESPHome - Smart Home Made Simple,62,Yes,Instructions for setting up ESP8266 software-based PWMs.,56,Instructions for setting up ESP8266 software-based PWMs.,56,Yes,https://esphome.io/components/output/esp8266_pwm/,,ESP8266 Software PWM Output,ESP8266 Software PWM Output,Instructions for setting up ESP8266 software-based PWMs.,Instructions for setting up ESP8266 software-based PWMs.,https://esphome.io/images/logo.svg,https://esphome.io/images/pwm.png,article,website,https://esphome.io/components/output/esp8266_pwm/,https://esphome.io/components/output/esp8266_pwm/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/pwm.png,1,1,ESP8266 Software PWM Output,ESP8266 Software PWM Output,,,Title too long
/components/output/esp32_dac/,ESP32 DAC - ESPHome - Smart Home Made Simple,44,ESP32 DAC - ESPHome - Smart Home Made Simple,44,Yes,Instructions for setting up ESP32 digital-to-analog converter.,62,Instructions for setting up ESP32 digital-to-analog converter.,62,Yes,https://esphome.io/components/output/esp32_dac/,,ESP32 DAC,ESP32 DAC,Instructions for setting up ESP32 digital-to-analog converter.,Instructions for setting up ESP32 digital-to-analog converter.,https://esphome.io/images/logo.svg,https://esphome.io/images/dac.svg,article,website,https://esphome.io/components/output/esp32_dac/,https://esphome.io/components/output/esp32_dac/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/dac.svg,1,1,ESP32 DAC,ESP32 DAC,,,
/components/output/dac7678/,DAC7678 - ESPHome - Smart Home Made Simple,42,DAC7678 - ESPHome - Smart Home Made Simple,42,Yes,Instructions for setting up the DAC7678.,40,Instructions for setting up the DAC7678.,40,Yes,https://esphome.io/components/output/dac7678/,,DAC7678,DAC7678,Instructions for setting up the DAC7678.,Instructions for setting up the DAC7678.,https://esphome.io/images/logo.svg,https://esphome.io/images/dac7678.svg,article,website,https://esphome.io/components/output/dac7678/,https://esphome.io/components/output/dac7678/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/dac7678.svg,1,1,DAC7678,DAC7678,,,Desc short
/components/output/bp5758d/,BP5758D LED driver - ESPHome - Smart Home Made Simple,53,BP5758D LED driver - ESPHome - Smart Home Made Simple,53,Yes,Instructions for setting up BP5758D LED drivers in ESPHome.,59,Instructions for setting up BP5758D LED drivers in ESPHome.,59,Yes,https://esphome.io/components/output/bp5758d/,,BP5758D LED driver,BP5758D LED driver,Instructions for setting up BP5758D LED drivers in ESPHome.,Instructions for setting up BP5758D LED drivers in ESPHome.,https://esphome.io/images/logo.svg,,article,website,https://esphome.io/components/output/bp5758d/,https://esphome.io/components/output/bp5758d/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,,1,1,BP5758D LED driver,BP5758D LED driver,,,
/components/output/bp1658cj/,BP1658CJ LED driver - ESPHome - Smart Home Made Simple,54,BP1658CJ LED driver - ESPHome - Smart Home Made Simple,54,Yes,Instructions for setting up BP1658CJ LED drivers in ESPHome.,60,Instructions for setting up BP1658CJ LED drivers in ESPHome.,60,Yes,https://esphome.io/components/output/bp1658cj/,,BP1658CJ LED driver,BP1658CJ LED driver,Instructions for setting up BP1658CJ LED drivers in ESPHome.,Instructions for setting up BP1658CJ LED drivers in ESPHome.,https://esphome.io/images/logo.svg,,article,website,https://esphome.io/components/output/bp1658cj/,https://esphome.io/components/output/bp1658cj/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,,1,1,BP1658CJ LED driver,BP1658CJ LED driver,,,
/components/output/ble_client/,BLE Client Binary Output - ESPHome - Smart Home Made Simple,59,BLE Client Binary Output - ESPHome - Smart Home Made Simple,59,Yes,Writes a binary value to a BLE device.,38,Writes a binary value to a BLE device.,38,Yes,https://esphome.io/components/output/ble_client/,,BLE Client Binary Output,BLE Client Binary Output,Writes a binary value to a BLE device.,Writes a binary value to a BLE device.,https://esphome.io/images/logo.svg,https://esphome.io/images/bluetooth.svg,article,website,https://esphome.io/components/output/ble_client/,https://esphome.io/components/output/ble_client/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/bluetooth.svg,1,1,BLE Client Binary Output,BLE Client Binary Output,,,Desc short
/components/output/ac_dimmer/,AC Dimmer Component - ESPHome - Smart Home Made Simple,54,AC Dimmer Component - ESPHome - Smart Home Made Simple,54,Yes,Instructions for setting up AC Dimmer component in ESPHome.,59,Instructions for setting up AC Dimmer component in ESPHome.,59,Yes,https://esphome.io/components/output/ac_dimmer/,,AC Dimmer Component,AC Dimmer Component,Instructions for setting up AC Dimmer component in ESPHome.,Instructions for setting up AC Dimmer component in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/ac_dimmer.svg,article,website,https://esphome.io/components/output/ac_dimmer/,https://esphome.io/components/output/ac_dimmer/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/ac_dimmer.svg,1,1,AC Dimmer Component,AC Dimmer Component,,,
/components/ota/,Over-the-Air Updates - ESPHome - Smart Home Made Simple,55,Over-the-Air Updates - ESPHome - Smart Home Made Simple,55,Yes,Instructions for setting up the Over-The-Air (OTA) component to allow remote updating of devices.,97,Instructions for setting up the Over-The-Air (OTA) component to allow remote updating of devices.,97,Yes,https://esphome.io/components/ota/,,Over-the-Air Updates,Over-the-Air Updates,Instructions for setting up the Over-The-Air (OTA) component to allow remote updating of devices.,Instructions for setting up the Over-The-Air (OTA) component to allow remote updating of devices.,https://esphome.io/images/logo.svg,https://esphome.io/images/system-update.svg,article,website,https://esphome.io/components/ota/,https://esphome.io/components/ota/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/system-update.svg,1,1,Over-the-Air Updates,Over-the-Air Updates,,,
/components/ota/web_server/,Web Server OTA Updates - ESPHome - Smart Home Made Simple,57,Web Server OTA Updates - ESPHome - Smart Home Made Simple,57,Yes,Instructions for setting up Over-The-Air (OTA) updates via the ESPHome web interface.,85,Instructions for setting up Over-The-Air (OTA) updates via the ESPHome web interface.,85,Yes,https://esphome.io/components/ota/web_server/,,Web Server OTA Updates,Web Server OTA Updates,Instructions for setting up Over-The-Air (OTA) updates via the ESPHome web interface.,Instructions for setting up Over-The-Air (OTA) updates via the ESPHome web interface.,https://esphome.io/images/logo.svg,https://esphome.io/images/system-update.svg,article,website,https://esphome.io/components/ota/web_server/,https://esphome.io/components/ota/web_server/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/system-update.svg,1,1,Web Server OTA Updates,Web Server OTA Updates,,,
/components/ota/http_request/,OTA Update via HTTP Request - ESPHome - Smart Home Made Simple,62,OTA Update via HTTP Request - ESPHome - Smart Home Made Simple,62,Yes,Instructions for setting up Over-The-Air (OTA) updates for ESPs to download firmwares remotely by HTTP.,103,Instructions for setting up Over-The-Air (OTA) updates for ESPs to download firmwares remotely by HTTP.,103,Yes,https://esphome.io/components/ota/http_request/,,OTA Update via HTTP Request,OTA Update via HTTP Request,Instructions for setting up Over-The-Air (OTA) updates for ESPs to download firmwares remotely by HTTP.,Instructions for setting up Over-The-Air (OTA) updates for ESPs to download firmwares remotely by HTTP.,https://esphome.io/images/logo.svg,https://esphome.io/images/system-update.svg,article,website,https://esphome.io/components/ota/http_request/,https://esphome.io/components/ota/http_request/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/system-update.svg,1,1,OTA Update via HTTP Request,OTA Update via HTTP Request,,,Title too long
/components/ota/esphome/,ESPHome OTA Updates - ESPHome - Smart Home Made Simple,54,ESPHome OTA Updates - ESPHome - Smart Home Made Simple,54,Yes,Instructions for setting up ESPHome's Over-The-Air (OTA) platform to allow remote updating of devices.,102,Instructions for setting up ESPHome's Over-The-Air (OTA) platform to allow remote updating of devices.,102,Yes,https://esphome.io/components/ota/esphome/,,ESPHome OTA Updates,ESPHome OTA Updates,Instructions for setting up ESPHome's Over-The-Air (OTA) platform to allow remote updating of devices.,Instructions for setting up ESPHome's Over-The-Air (OTA) platform to allow remote updating of devices.,https://esphome.io/images/logo.svg,https://esphome.io/images/system-update.svg,article,website,https://esphome.io/components/ota/esphome/,https://esphome.io/components/ota/esphome/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/system-update.svg,1,1,ESPHome OTA Updates,ESPHome OTA Updates,,,
/components/openthread/,OpenThread Component - ESPHome - Smart Home Made Simple,55,OpenThread Component - ESPHome - Smart Home Made Simple,55,Yes,Instructions for setting up OpenThread component.,49,Instructions for setting up OpenThread component.,49,Yes,https://esphome.io/components/openthread/,,OpenThread Component,OpenThread Component,Instructions for setting up OpenThread component.,Instructions for setting up OpenThread component.,https://esphome.io/images/logo.svg,https://esphome.io/images/openthread.png,article,website,https://esphome.io/components/openthread/,https://esphome.io/components/openthread/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/openthread.png,1,1,OpenThread Component,OpenThread Component,,,Desc short
/components/opentherm/,OpenTherm - ESPHome - Smart Home Made Simple,44,OpenTherm - ESPHome - Smart Home Made Simple,44,Yes,Instructions for setting up OpenTherm bridge in ESPHome.,56,Instructions for setting up OpenTherm bridge in ESPHome.,56,Yes,https://esphome.io/components/opentherm/,,OpenTherm,OpenTherm,Instructions for setting up OpenTherm bridge in ESPHome.,Instructions for setting up OpenTherm bridge in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/components/images/opentherm-shield.png,article,website,https://esphome.io/components/opentherm/,https://esphome.io/components/opentherm/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/components/images/opentherm-shield.png,1,1,OpenTherm,OpenTherm,,,
/components/online_image/,Online Image Component - ESPHome - Smart Home Made Simple,57,Online Image Component - ESPHome - Smart Home Made Simple,57,Yes,Instructions for displaying images downloaded at runtime in ESPHome.,68,Instructions for displaying images downloaded at runtime in ESPHome.,68,Yes,https://esphome.io/components/online_image/,,Online Image Component,Online Image Component,Instructions for displaying images downloaded at runtime in ESPHome.,Instructions for displaying images downloaded at runtime in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/image-sync-outline.svg,article,website,https://esphome.io/components/online_image/,https://esphome.io/components/online_image/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/image-sync-outline.svg,1,1,Online Image Component,Online Image Component,,,
/components/one_wire/,1-Wire Bus - ESPHome - Smart Home Made Simple,45,1-Wire Bus - ESPHome - Smart Home Made Simple,45,Yes,Instructions for setting up a Dallas (Analog Devices) 1-Wire bus to communicate with 1-wire devices in ESPHome,110,Instructions for setting up a Dallas (Analog Devices) 1-Wire bus to communicate with 1-wire devices in ESPHome,110,Yes,https://esphome.io/components/one_wire/,,1-Wire Bus,1-Wire Bus,Instructions for setting up a Dallas (Analog Devices) 1-Wire bus to communicate with 1-wire devices in ESPHome,Instructions for setting up a Dallas (Analog Devices) 1-Wire bus to communicate with 1-wire devices in ESPHome,https://esphome.io/images/logo.svg,https://esphome.io/images/one-wire.svg,article,website,https://esphome.io/components/one_wire/,https://esphome.io/components/one_wire/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/one-wire.svg,1,1,1-Wire Bus,1-Wire Bus,,,
/components/one_wire/gpio/,1-Wire Bus via GPIO - ESPHome - Smart Home Made Simple,54,1-Wire Bus via GPIO - ESPHome - Smart Home Made Simple,54,Yes,Instructions for setting up a Dallas (Analog Devices) 1-Wire bus via a GPIO pin to communicate with 1-wire devices in ESPHome,125,Instructions for setting up a Dallas (Analog Devices) 1-Wire bus via a GPIO pin to communicate with 1-wire devices in ESPHome,125,Yes,https://esphome.io/components/one_wire/gpio/,,1-Wire Bus via GPIO,1-Wire Bus via GPIO,Instructions for setting up a Dallas (Analog Devices) 1-Wire bus via a GPIO pin to communicate with 1-wire devices in ESPHome,Instructions for setting up a Dallas (Analog Devices) 1-Wire bus via a GPIO pin to communicate with 1-wire devices in ESPHome,https://esphome.io/images/logo.svg,https://esphome.io/images/one-wire.svg,article,website,https://esphome.io/components/one_wire/gpio/,https://esphome.io/components/one_wire/gpio/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/one-wire.svg,1,1,1-Wire Bus via GPIO,1-Wire Bus via GPIO,,,
/components/one_wire/ds2484/,1-Wire Bus via DS2484 - ESPHome - Smart Home Made Simple,56,1-Wire Bus via DS2484 - ESPHome - Smart Home Made Simple,56,Yes,Instructions for setting up a Dallas (Analog Devices) 1-Wire bus via a DS2484 IC to communicate with 1-wire devices in ESPHome,126,Instructions for setting up a Dallas (Analog Devices) 1-Wire bus via a DS2484 IC to communicate with 1-wire devices in ESPHome,126,Yes,https://esphome.io/components/one_wire/ds2484/,,1-Wire Bus via DS2484,1-Wire Bus via DS2484,Instructions for setting up a Dallas (Analog Devices) 1-Wire bus via a DS2484 IC to communicate with 1-wire devices in ESPHome,Instructions for setting up a Dallas (Analog Devices) 1-Wire bus via a DS2484 IC to communicate with 1-wire devices in ESPHome,https://esphome.io/images/logo.svg,https://esphome.io/images/one-wire.svg,article,website,https://esphome.io/components/one_wire/ds2484/,https://esphome.io/components/one_wire/ds2484/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/one-wire.svg,1,1,1-Wire Bus via DS2484,1-Wire Bus via DS2484,,,
/components/number/,Number Component - ESPHome - Smart Home Made Simple,51,Number Component - ESPHome - Smart Home Made Simple,51,Yes,Instructions for setting up number components in ESPHome.,57,Instructions for setting up number components in ESPHome.,57,Yes,https://esphome.io/components/number/,,Number Component,Number Component,Instructions for setting up number components in ESPHome.,Instructions for setting up number components in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/folder-open.svg,article,website,https://esphome.io/components/number/,https://esphome.io/components/number/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/folder-open.svg,1,1,Number Component,Number Component,,,
/components/number/tuya/,Tuya Number - ESPHome - Smart Home Made Simple,46,Tuya Number - ESPHome - Smart Home Made Simple,46,Yes,Instructions for setting up a Tuya device integer or enum datapoint..,69,Instructions for setting up a Tuya device integer or enum datapoint..,69,Yes,https://esphome.io/components/number/tuya/,,Tuya Number,Tuya Number,Instructions for setting up a Tuya device integer or enum datapoint..,Instructions for setting up a Tuya device integer or enum datapoint..,https://esphome.io/images/logo.svg,https://esphome.io/images/upload.svg,article,website,https://esphome.io/components/number/tuya/,https://esphome.io/components/number/tuya/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/upload.svg,1,1,Tuya Number,Tuya Number,,,
/components/number/template/,Template Number - ESPHome - Smart Home Made Simple,50,Template Number - ESPHome - Smart Home Made Simple,50,Yes,Instructions for setting up template numbers with ESPHome.,58,Instructions for setting up template numbers with ESPHome.,58,Yes,https://esphome.io/components/number/template/,,Template Number,Template Number,Instructions for setting up template numbers with ESPHome.,Instructions for setting up template numbers with ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/description.svg,article,website,https://esphome.io/components/number/template/,https://esphome.io/components/number/template/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/description.svg,1,1,Template Number,Template Number,,,
/components/number/modbus_controller/,Modbus Controller Number - ESPHome - Smart Home Made Simple,59,Modbus Controller Number - ESPHome - Smart Home Made Simple,59,Yes,Instructions for setting up a modbus_controller device sensor.,62,Instructions for setting up a modbus_controller device sensor.,62,Yes,https://esphome.io/components/number/modbus_controller/,,Modbus Controller Number,Modbus Controller Number,Instructions for setting up a modbus_controller device sensor.,Instructions for setting up a modbus_controller device sensor.,https://esphome.io/images/logo.svg,,article,website,https://esphome.io/components/number/modbus_controller/,https://esphome.io/components/number/modbus_controller/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,,1,1,Modbus Controller Number,Modbus Controller Number,,,
/components/number/lvgl/,LVGL Number - ESPHome - Smart Home Made Simple,46,LVGL Number - ESPHome - Smart Home Made Simple,46,Yes,Instructions for setting up an LVGL widget number component.,60,Instructions for setting up an LVGL widget number component.,60,Yes,https://esphome.io/components/number/lvgl/,,LVGL Number,LVGL Number,Instructions for setting up an LVGL widget number component.,Instructions for setting up an LVGL widget number component.,https://esphome.io/images/logo.svg,https://esphome.io/images/lvgl_c_num.png,article,website,https://esphome.io/components/number/lvgl/,https://esphome.io/components/number/lvgl/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/lvgl_c_num.png,1,1,LVGL Number,LVGL Number,,,
/components/number/homeassistant/,Home Assistant Number - ESPHome - Smart Home Made Simple,56,Home Assistant Number - ESPHome - Smart Home Made Simple,56,Yes,Instructions for setting up Home Assistant numbers with ESPHome.,64,Instructions for setting up Home Assistant numbers with ESPHome.,64,Yes,https://esphome.io/components/number/homeassistant/,,Home Assistant Number,Home Assistant Number,Instructions for setting up Home Assistant numbers with ESPHome.,Instructions for setting up Home Assistant numbers with ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/description.svg,article,website,https://esphome.io/components/number/homeassistant/,https://esphome.io/components/number/homeassistant/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/description.svg,1,1,Home Assistant Number,Home Assistant Number,,,
/components/nrf52/,NRF52 Platform - ESPHome - Smart Home Made Simple,49,NRF52 Platform - ESPHome - Smart Home Made Simple,49,Yes,Configuration for the NRF52 platform for ESPHome.,49,Configuration for the NRF52 platform for ESPHome.,49,Yes,https://esphome.io/components/nrf52/,,NRF52 Platform,NRF52 Platform,Configuration for the NRF52 platform for ESPHome.,Configuration for the NRF52 platform for ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/nrf52.svg,article,website,https://esphome.io/components/nrf52/,https://esphome.io/components/nrf52/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/nrf52.svg,1,1,NRF52 Platform,NRF52 Platform,,,Desc short
/components/network/,Network component - ESPHome - Smart Home Made Simple,52,Network component - ESPHome - Smart Home Made Simple,52,Yes,Network component,17,,,No,https://esphome.io/components/network/,,Network component,Network component,Network component,,https://esphome.io/images/logo.svg,https://esphome.io/images/network-wifi.svg,article,website,https://esphome.io/components/network/,https://esphome.io/components/network/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/network-wifi.svg,1,1,Network component,Network component,,,Desc short
/components/mqtt/,MQTT Client Component - ESPHome - Smart Home Made Simple,56,MQTT Client Component - ESPHome - Smart Home Made Simple,56,Yes,Instructions for setting up the MQTT client to communicate with the local network in ESPHome.,93,Instructions for setting up the MQTT client to communicate with the local network in ESPHome.,93,Yes,https://esphome.io/components/mqtt/,,MQTT Client Component,MQTT Client Component,Instructions for setting up the MQTT client to communicate with the local network in ESPHome.,Instructions for setting up the MQTT client to communicate with the local network in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/mqtt.png,article,website,https://esphome.io/components/mqtt/,https://esphome.io/components/mqtt/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/mqtt.png,1,1,MQTT Client Component,MQTT Client Component,,,
/components/modbus_controller/,Modbus Controller - ESPHome - Smart Home Made Simple,52,Modbus Controller - ESPHome - Smart Home Made Simple,52,Yes,Instructions for setting up the Modbus Controller component.,60,Instructions for setting up the Modbus Controller component.,60,Yes,https://esphome.io/components/modbus_controller/,,Modbus Controller,Modbus Controller,Instructions for setting up the Modbus Controller component.,Instructions for setting up the Modbus Controller component.,https://esphome.io/images/logo.svg,https://esphome.io/images/modbus.png,article,website,https://esphome.io/components/modbus_controller/,https://esphome.io/components/modbus_controller/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/modbus.png,1,1,Modbus Controller,Modbus Controller,,,
/components/modbus/,Modbus Component - ESPHome - Smart Home Made Simple,51,Modbus Component - ESPHome - Smart Home Made Simple,51,Yes,Instructions for setting up Modbus in ESPHome.,46,Instructions for setting up Modbus in ESPHome.,46,Yes,https://esphome.io/components/modbus/,,Modbus Component,Modbus Component,Instructions for setting up Modbus in ESPHome.,Instructions for setting up Modbus in ESPHome.,https://esphome.io/images/logo.svg,,article,website,https://esphome.io/components/modbus/,https://esphome.io/components/modbus/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,,1,1,Modbus Component,Modbus Component,,,Desc short
/components/microphone/,Microphone Components - ESPHome - Smart Home Made Simple,56,Microphone Components - ESPHome - Smart Home Made Simple,56,Yes,Instructions for setting up microphones in ESPHome.,51,Instructions for setting up microphones in ESPHome.,51,Yes,https://esphome.io/components/microphone/,,Microphone Components,Microphone Components,Instructions for setting up microphones in ESPHome.,Instructions for setting up microphones in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/folder-open.svg,article,website,https://esphome.io/components/microphone/,https://esphome.io/components/microphone/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/folder-open.svg,1,1,Microphone Components,Microphone Components,,,
/components/microphone/i2s_audio/,I²S Audio Microphone - ESPHome - Smart Home Made Simple,55,I²S Audio Microphone - ESPHome - Smart Home Made Simple,55,Yes,Instructions for setting up I²S based microphones in ESPHome.,61,Instructions for setting up I²S based microphones in ESPHome.,61,Yes,https://esphome.io/components/microphone/i2s_audio/,,I²S Audio Microphone,I²S Audio Microphone,Instructions for setting up I²S based microphones in ESPHome.,Instructions for setting up I²S based microphones in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/i2s_audio.svg,article,website,https://esphome.io/components/microphone/i2s_audio/,https://esphome.io/components/microphone/i2s_audio/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/i2s_audio.svg,1,1,I²S Audio Microphone,I²S Audio Microphone,,,
/components/micronova/,MicroNova based pellet stove - ESPHome - Smart Home Made Simple,63,MicroNova based pellet stove - ESPHome - Smart Home Made Simple,63,Yes,Instructions for setting up a MicroNova board based pellet stove in ESPHome.,76,Instructions for setting up a MicroNova board based pellet stove in ESPHome.,76,Yes,https://esphome.io/components/micronova/,,MicroNova based pellet stove,MicroNova based pellet stove,Instructions for setting up a MicroNova board based pellet stove in ESPHome.,Instructions for setting up a MicroNova board based pellet stove in ESPHome.,https://esphome.io/images/logo.svg,,article,website,https://esphome.io/components/micronova/,https://esphome.io/components/micronova/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,,1,1,MicroNova based pellet stove,MicroNova based pellet stove,,,Title too long
/components/micro_wake_word/,Micro Wake Word - ESPHome - Smart Home Made Simple,50,Micro Wake Word - ESPHome - Smart Home Made Simple,50,Yes,Instructions for creating a custom wake word using microWakeWord.,65,Instructions for creating a custom wake word using microWakeWord.,65,Yes,https://esphome.io/components/micro_wake_word/,,Micro Wake Word,Micro Wake Word,Instructions for creating a custom wake word using microWakeWord.,Instructions for creating a custom wake word using microWakeWord.,https://esphome.io/images/logo.svg,https://esphome.io/images/voice-assistant.svg,article,website,https://esphome.io/components/micro_wake_word/,https://esphome.io/components/micro_wake_word/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/voice-assistant.svg,1,1,Micro Wake Word,Micro Wake Word,,,
/components/media_player/,Media Player Components - ESPHome - Smart Home Made Simple,58,Media Player Components - ESPHome - Smart Home Made Simple,58,Yes,Instructions for setting up generic media players in ESPHome.,61,Instructions for setting up generic media players in ESPHome.,61,Yes,https://esphome.io/components/media_player/,,Media Player Components,Media Player Components,Instructions for setting up generic media players in ESPHome.,Instructions for setting up generic media players in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/folder-open.svg,article,website,https://esphome.io/components/media_player/,https://esphome.io/components/media_player/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/folder-open.svg,1,1,Media Player Components,Media Player Components,,,
/components/media_player/speaker/,Speaker Audio Media Player - ESPHome - Smart Home Made Simple,61,Speaker Audio Media Player - ESPHome - Smart Home Made Simple,61,Yes,Instructions for setting up a speaker media player in ESPHome.,62,Instructions for setting up a speaker media player in ESPHome.,62,Yes,https://esphome.io/components/media_player/speaker/,,Speaker Audio Media Player,Speaker Audio Media Player,Instructions for setting up a speaker media player in ESPHome.,Instructions for setting up a speaker media player in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/speaker.svg,article,website,https://esphome.io/components/media_player/speaker/,https://esphome.io/components/media_player/speaker/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/speaker.svg,1,1,Speaker Audio Media Player,Speaker Audio Media Player,,,Title too long
/components/media_player/i2s_audio/,I²S Audio Media Player - ESPHome - Smart Home Made Simple,57,I²S Audio Media Player - ESPHome - Smart Home Made Simple,57,Yes,Instructions for setting up I²S based media players in ESPHome.,63,Instructions for setting up I²S based media players in ESPHome.,63,Yes,https://esphome.io/components/media_player/i2s_audio/,,I²S Audio Media Player,I²S Audio Media Player,Instructions for setting up I²S based media players in ESPHome.,Instructions for setting up I²S based media players in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/i2s_audio.svg,article,website,https://esphome.io/components/media_player/i2s_audio/,https://esphome.io/components/media_player/i2s_audio/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/i2s_audio.svg,1,1,I²S Audio Media Player,I²S Audio Media Player,,,
/components/mdns/,mDNS Component - ESPHome - Smart Home Made Simple,49,mDNS Component - ESPHome - Smart Home Made Simple,49,Yes,Instructions for setting up the mDNS configuration for your ESP node in ESPHome.,80,Instructions for setting up the mDNS configuration for your ESP node in ESPHome.,80,Yes,https://esphome.io/components/mdns/,,mDNS Component,mDNS Component,Instructions for setting up the mDNS configuration for your ESP node in ESPHome.,Instructions for setting up the mDNS configuration for your ESP node in ESPHome.,https://esphome.io/images/logo.svg,https://esphome.io/images/radio-tower.svg,article,website,https://esphome.io/components/mdns/,https://esphome.io/components/mdns/,summary_large_image,summary_large_image,https://esphome.io/images/logo.svg,https://esphome.io/images/radio-tower.svg,1,1,mDNS Component,mDNS Component,,,
